id,name,normalized_name,created_at,updated_at
2611,SWEDISH STREET,swedish street,2016-09-29 20:26:24.024953,2016-09-29 20:26:24.024953
2612,SWEDISH AUDITORIUM,swedish auditorium,2016-09-29 20:26:24.034628,2016-09-29 20:26:24.034628
2613,NOBEL PRIZE AUDITORIUM,nobel prize auditorium,2016-09-29 20:26:24.042497,2016-09-29 20:26:24.042497
2614,F.B.I. Headquarters,fbi headquarters,2016-09-29 20:26:25.515376,2016-09-29 20:26:25.515376
2615,OTHER ROOM,other room,2016-09-29 20:26:26.119024,2016-09-29 20:26:26.119024
2616,STATE COLLEGE,state college,2016-09-29 20:26:26.162644,2016-09-29 20:26:26.162644
2617,FEDERAL AGENTS' CAR,federal agents car,2016-09-29 20:26:26.247284,2016-09-29 20:26:26.247284
2618,Film Processing Store,film processing store,2016-09-29 20:26:26.288181,2016-09-29 20:26:26.288181
2619,SIDE OF FREEWAY,side of freeway,2016-09-29 20:26:26.720721,2016-09-29 20:26:26.720721
2620,ATM MACHINE,atm machine,2016-09-29 20:26:29.112352,2016-09-29 20:26:29.112352
2621,ENGLISH MEADOW,english meadow,2016-09-29 20:26:29.675135,2016-09-29 20:26:29.675135
2622,DECK OF TROOP TRANSPORT SHIP,deck of troop transport ship,2016-09-29 20:26:29.712522,2016-09-29 20:26:29.712522
2623,Heathrow Airport,heathrow airport,2016-09-29 20:26:29.765026,2016-09-29 20:26:29.765026
2624,LONDON STREETS,london streets,2016-09-29 20:26:29.862556,2016-09-29 20:26:29.862556
2625,Quaint British Motel,quaint british motel,2016-09-29 20:26:29.904973,2016-09-29 20:26:29.904973
2626,LONDON STREET,london street,2016-09-29 20:26:29.981493,2016-09-29 20:26:29.981493
2627,JUDI DENCH'S FISH AND CHIPS,judi dench fish and chips,2016-09-29 20:26:30.048192,2016-09-29 20:26:30.048192
2628,Harrods,harrods,2016-09-29 20:26:30.106645,2016-09-29 20:26:30.106645
2629,Harrod's,harrod,2016-09-29 20:26:30.151307,2016-09-29 20:26:30.151307
2630,Harrods Window,harrods window,2016-09-29 20:26:30.170592,2016-09-29 20:26:30.170592
2631,London Eye,london eye,2016-09-29 20:26:30.183277,2016-09-29 20:26:30.183277
2632,British Street,british street,2016-09-29 20:26:30.203006,2016-09-29 20:26:30.203006
2633,WEST END STREET,west end street,2016-09-29 20:26:30.267586,2016-09-29 20:26:30.267586
2634,Car Rental Lot,car rental lot,2016-09-29 20:26:30.406196,2016-09-29 20:26:30.406196
2635,MINI COOPER,mini cooper,2016-09-29 20:26:30.414853,2016-09-29 20:26:30.414853
2636,ROUNDABOUT,roundabout,2016-09-29 20:26:30.483886,2016-09-29 20:26:30.483886
2637,Old Bailey,old bailey,2016-09-29 20:26:30.594137,2016-09-29 20:26:30.594137
2638,BRITISH-STYLE COURTROOM,british-style courtroom,2016-09-29 20:26:30.602172,2016-09-29 20:26:30.602172
2639,Tower of London,tower of london,2016-09-29 20:26:30.706794,2016-09-29 20:26:30.706794
2640,PALACE GUARD ROOM,palace guard room,2016-09-29 20:26:30.897254,2016-09-29 20:26:30.897254
2641,QUEEN'S BEDCHAMBER,queen bedchamber,2016-09-29 20:26:30.918569,2016-09-29 20:26:30.918569
2642,Sprawl-Mart,sprawl-mart,2016-09-29 20:26:31.342021,2016-09-29 20:26:31.342021
2643,GRANT CONNOR'S HOUSE,grant connor house,2016-09-29 20:26:32.049074,2016-09-29 20:26:32.049074
2644,SUIT CLOSET,suit closet,2016-09-29 20:26:32.274613,2016-09-29 20:26:32.274613
2645,FOREST ROAD,forest road,2016-09-29 20:26:32.407739,2016-09-29 20:26:32.407739
2646,CAMPGROUND,campground,2016-09-29 20:26:32.533537,2016-09-29 20:26:32.533537
2647,WILDLIFE SANCTUARY,wildlife sanctuary,2016-09-29 20:26:32.731613,2016-09-29 20:26:32.731613
2648,Hallway Outside Bathroom,hallway outside bathroom,2016-09-29 20:26:33.033665,2016-09-29 20:26:33.033665
2649,Xxx Movie House,xxx movie house,2016-09-29 20:26:33.195429,2016-09-29 20:26:33.195429
2650,SEEDY STREET,seedy street,2016-09-29 20:26:33.204437,2016-09-29 20:26:33.204437
2651,JEWISH NEIGHBORHOOD,jewish neighborhood,2016-09-29 20:26:33.380381,2016-09-29 20:26:33.380381
2652,Jewish Walk of Fame,jewish walk of fame,2016-09-29 20:26:33.434301,2016-09-29 20:26:33.434301
2653,WALK OF FAME BUILDING,walk of fame building,2016-09-29 20:26:33.449248,2016-09-29 20:26:33.449248
2654,WALK OF FAME HEADQUARTERS,walk of fame headquarters,2016-09-29 20:26:33.523656,2016-09-29 20:26:33.523656
2655,ISOTOPE STADIUM,isotope stadium,2016-09-29 20:26:34.546093,2016-09-29 20:26:34.546093
2656,BACK STAGE,back stage,2016-09-29 20:26:34.586095,2016-09-29 20:26:34.586095
2657,HIBBERT'S HOUSEHOLD,hibbert household,2016-09-29 20:26:34.69288,2016-09-29 20:26:34.69288
2658,SYNAGOGUE,synagogue,2016-09-29 20:26:34.858589,2016-09-29 20:26:34.858589
2659,SPRINGFIELD HEIGHTS PROMENADE,springfield heights promenade,2016-09-29 20:26:35.3686,2016-09-29 20:26:35.3686
2660,COGNITION JUNCTION,cognition junction,2016-09-29 20:26:35.393136,2016-09-29 20:26:35.393136
2661,Victor's Secret,victor secret,2016-09-29 20:26:35.44425,2016-09-29 20:26:35.44425
2662,Things Unnecessary,things unnecessary,2016-09-29 20:26:35.486083,2016-09-29 20:26:35.486083
2663,RUN-DOWN STREET,run-down street,2016-09-29 20:26:35.575353,2016-09-29 20:26:35.575353
2664,SEEDY CHRISTMAS TREE LOT,seedy christmas tree lot,2016-09-29 20:26:35.629645,2016-09-29 20:26:35.629645
2665,"""FAMILY MATTERS"" SET",family matters set,2016-09-29 20:26:36.041084,2016-09-29 20:26:36.041084
2666,"""STAR TREK"" SET",star trek set,2016-09-29 20:26:36.073037,2016-09-29 20:26:36.073037
2667,CHURCH SACRISTY,church sacristy,2016-09-29 20:26:36.268392,2016-09-29 20:26:36.268392
2668,Homeless Shelter,homeless shelter,2016-09-29 20:26:36.394976,2016-09-29 20:26:36.394976
2669,Snake's Apartment,snake apartment,2016-09-29 20:26:36.727101,2016-09-29 20:26:36.727101
2670,PARKING AREA,parking area,2016-09-29 20:26:37.698877,2016-09-29 20:26:37.698877
2671,Cletus's Farm,cletus farm,2016-09-29 20:26:37.813619,2016-09-29 20:26:37.813619
2672,Toys Я Us,toys Я us,2016-09-29 20:26:38.248971,2016-09-29 20:26:38.248971
2673,ROLLER COASTER,roller coaster,2016-09-29 20:26:38.305406,2016-09-29 20:26:38.305406
2674,MALL PARKING STRUCTURE,mall parking structure,2016-09-29 20:26:38.342612,2016-09-29 20:26:38.342612
2675,FAMILY SECTION,family section,2016-09-29 20:26:38.482694,2016-09-29 20:26:38.482694
2676,TOWN STREET,town street,2016-09-29 20:26:38.562794,2016-09-29 20:26:38.562794
2677,SIDEWALKS OF SPRINGFIELD,sidewalks of springfield,2016-09-29 20:26:39.34929,2016-09-29 20:26:39.34929
2678,Bike Store,bike store,2016-09-29 20:26:39.594987,2016-09-29 20:26:39.594987
2679,ANIMAL SHELTER,animal shelter,2016-09-29 20:26:39.830144,2016-09-29 20:26:39.830144
2680,Robot Rumble Ring,robot rumble ring,2016-09-29 20:26:40.341601,2016-09-29 20:26:40.341601
2681,Bookaccino's,bookaccino,2016-09-29 20:26:41.389292,2016-09-29 20:26:41.389292
2682,Boris' Car Loft,boris car loft,2016-09-29 20:26:41.529111,2016-09-29 20:26:41.529111
2683,Nantucket,nantucket,2016-09-29 20:26:41.804691,2016-09-29 20:26:41.804691
2684,EVERGREEN MANOR,evergreen manor,2016-09-29 20:26:41.92152,2016-09-29 20:26:41.92152
2685,Nantucket House,nantucket house,2016-09-29 20:26:42.096502,2016-09-29 20:26:42.096502
2686,TOM CLANCY'S HOME,tom clancy home,2016-09-29 20:26:42.653676,2016-09-29 20:26:42.653676
2687,Cliff,cliff,2016-09-29 20:26:43.159512,2016-09-29 20:26:43.159512
2688,HAMPTON COURT PALACE,hampton court palace,2016-09-29 20:26:43.563677,2016-09-29 20:26:43.563677
2689,ROYAL BEDCHAMBER,royal bedchamber,2016-09-29 20:26:43.627014,2016-09-29 20:26:43.627014
2690,MARRIAGE COUNSELOR'S OFFICE,marriage counselor office,2016-09-29 20:26:43.756108,2016-09-29 20:26:43.756108
2691,PALACE OFFICE,palace office,2016-09-29 20:26:43.797465,2016-09-29 20:26:43.797465
2692,PALACE WALLS,palace walls,2016-09-29 20:26:43.84564,2016-09-29 20:26:43.84564
2693,PALACE,palace,2016-09-29 20:26:43.908481,2016-09-29 20:26:43.908481
2694,Storeroom,storeroom,2016-09-29 20:26:44.179545,2016-09-29 20:26:44.179545
2695,Mandan Village,mandan village,2016-09-29 20:26:44.342449,2016-09-29 20:26:44.342449
2696,Riverbank Campsite,riverbank campsite,2016-09-29 20:26:44.411461,2016-09-29 20:26:44.411461
2697,MOUNTAIN VALLEY,mountain valley,2016-09-29 20:26:44.52401,2016-09-29 20:26:44.52401
2698,RIVERSIDE,riverside,2016-09-29 20:26:44.573924,2016-09-29 20:26:44.573924
2699,EIGHTEENTH-CENTURY AUSTRIAN PALACE,eighteenth-century austrian palace,2016-09-29 20:26:44.792318,2016-09-29 20:26:44.792318
2700,EIGHTEENTH-CENTURY PALACE,eighteenth-century palace,2016-09-29 20:26:44.841225,2016-09-29 20:26:44.841225
2701,VIENNA STREET,vienna street,2016-09-29 20:26:44.883443,2016-09-29 20:26:44.883443
2702,MOZART HOME,mozart home,2016-09-29 20:26:44.891712,2016-09-29 20:26:44.891712
2703,CONCERT HALL,concert hall,2016-09-29 20:26:44.950557,2016-09-29 20:26:44.950557
2704,Vienna Opera House,vienna opera house,2016-09-29 20:26:45.003964,2016-09-29 20:26:45.003964
2705,STREETS OF VIENNA,streets of vienna,2016-09-29 20:26:45.158007,2016-09-29 20:26:45.158007
2706,Mozart's Bedroom,mozart bedroom,2016-09-29 20:26:45.173682,2016-09-29 20:26:45.173682
2707,MOZART'S HOUSE,mozart house,2016-09-29 20:26:45.217226,2016-09-29 20:26:45.217226
2708,EMPEROR'S PALACE,emperor palace,2016-09-29 20:26:45.297023,2016-09-29 20:26:45.297023
2709,TV MUSEUM,tv museum,2016-09-29 20:26:45.762544,2016-09-29 20:26:45.762544
2710,MUSEUM OF TELEVISION,museum of television,2016-09-29 20:26:45.880038,2016-09-29 20:26:45.880038
2711,Van Houten Driveway,van houten driveway,2016-09-29 20:26:46.131459,2016-09-29 20:26:46.131459
2712,Freeway Exit Ramp,freeway exit ramp,2016-09-29 20:26:46.426611,2016-09-29 20:26:46.426611
2713,Milhouse's New Apartment,milhouse new apartment,2016-09-29 20:26:46.556533,2016-09-29 20:26:46.556533
2714,MOUND CHAMBER,mound chamber,2016-09-29 20:26:46.993787,2016-09-29 20:26:46.993787
2715,The Flapjack Stack,the flapjack stack,2016-09-29 20:26:48.090974,2016-09-29 20:26:48.090974
2716,Mrs. Wickerbottom's Pre-Nursery School,mrs wickerbottom pre-nursery school,2016-09-29 20:26:48.199886,2016-09-29 20:26:48.199886
2717,SPRINGFIELD ELEMENTARY CAFETERIA,springfield elementary cafeteria,2016-09-29 20:26:48.629852,2016-09-29 20:26:48.629852
2718,VISIBLE MAN ATRIUM,visible man atrium,2016-09-29 20:26:49.093277,2016-09-29 20:26:49.093277
2719,VISIBLE MAN MOUTH,visible man mouth,2016-09-29 20:26:49.102877,2016-09-29 20:26:49.102877
2720,MOUTH,mouth,2016-09-29 20:26:49.222654,2016-09-29 20:26:49.222654
2721,VISIBLE MAN,visible man,2016-09-29 20:26:49.254517,2016-09-29 20:26:49.254517
2722,VISIBLE MAN STOMACH,visible man stomach,2016-09-29 20:26:49.315141,2016-09-29 20:26:49.315141
2723,GOOGOLPLEX TICKET WINDOW,googolplex ticket window,2016-09-29 20:26:49.872279,2016-09-29 20:26:49.872279
2724,GOOGLEPLEX,googleplex,2016-09-29 20:26:50.00395,2016-09-29 20:26:50.00395
2725,DARK HALLWAY,dark hallway,2016-09-29 20:26:50.080989,2016-09-29 20:26:50.080989
2726,CREEPY GARDEN,creepy garden,2016-09-29 20:26:50.145676,2016-09-29 20:26:50.145676
2727,PARK AREA,park area,2016-09-29 20:26:50.771351,2016-09-29 20:26:50.771351
2728,CONGRESSIONAL HEARING ROOM,congressional hearing room,2016-09-29 20:26:50.992157,2016-09-29 20:26:50.992157
2729,Prison Visiting Cubicle,prison visiting cubicle,2016-09-29 20:26:51.203023,2016-09-29 20:26:51.203023
2730,Country Club Prison,country club prison,2016-09-29 20:26:51.45076,2016-09-29 20:26:51.45076
2731,NORTHERN CALIFORNIA,northern california,2016-09-29 20:26:52.146737,2016-09-29 20:26:52.146737
2732,COSMIC WARS RANCH,cosmic wars ranch,2016-09-29 20:26:52.201527,2016-09-29 20:26:52.201527
2733,CREATURE WORKS BUILDING,creature works building,2016-09-29 20:26:52.216174,2016-09-29 20:26:52.216174
2734,Lush Valley Winery,lush valley winery,2016-09-29 20:26:52.259291,2016-09-29 20:26:52.259291
2735,RANDALL CURTIS' OFFICE,randall curtis office,2016-09-29 20:26:52.307967,2016-09-29 20:26:52.307967
2736,OKTOBERFEST PARKING LOT,oktoberfest parking lot,2016-09-29 20:26:52.774105,2016-09-29 20:26:52.774105
2737,EMBANKMENT,embankment,2016-09-29 20:26:52.8626,2016-09-29 20:26:52.8626
2738,Quitters,quitters,2016-09-29 20:26:53.136153,2016-09-29 20:26:53.136153
2739,REC ROOM,rec room,2016-09-29 20:26:53.342231,2016-09-29 20:26:53.342231
2740,GIRLS' DEPARTMENT,girls department,2016-09-29 20:26:53.785345,2016-09-29 20:26:53.785345
2741,COSMETICS DEPT.,cosmetics dept,2016-09-29 20:26:53.831787,2016-09-29 20:26:53.831787
2742,DRESSING ROOM AREA,dressing room area,2016-09-29 20:26:53.929152,2016-09-29 20:26:53.929152
2743,Housewares Section,housewares section,2016-09-29 20:26:53.964666,2016-09-29 20:26:53.964666
2744,Springfield Juvenile Correctional Facility,springfield juvenile correctional facility,2016-09-29 20:26:54.426439,2016-09-29 20:26:54.426439
2746,Prison Hallway,prison hallway,2016-09-29 20:26:54.545667,2016-09-29 20:26:54.545667
2747,Small Prison Auditorium,small prison auditorium,2016-09-29 20:26:54.556084,2016-09-29 20:26:54.556084
2748,PRISON PLAY YARD,prison play yard,2016-09-29 20:26:54.650781,2016-09-29 20:26:54.650781
2749,Prison Visiting Room,prison visiting room,2016-09-29 20:26:54.70719,2016-09-29 20:26:54.70719
2750,Juvenile Prison,juvenile prison,2016-09-29 20:26:54.746633,2016-09-29 20:26:54.746633
2751,Prison Rec Room,prison rec room,2016-09-29 20:26:54.794792,2016-09-29 20:26:54.794792
2752,Prison Gymnasium,prison gymnasium,2016-09-29 20:26:54.885776,2016-09-29 20:26:54.885776
2753,JUVENILE CORRECTIONAL FACILITY,juvenile correctional facility,2016-09-29 20:26:55.032467,2016-09-29 20:26:55.032467
2754,Countryside,countryside,2016-09-29 20:26:55.066941,2016-09-29 20:26:55.066941
2755,BLACKSMITH'S,blacksmith,2016-09-29 20:26:55.426775,2016-09-29 20:26:55.426775
2756,FORK IN ROAD,fork in road,2016-09-29 20:26:55.475348,2016-09-29 20:26:55.475348
2757,FORK IN THE ROAD,fork in the road,2016-09-29 20:26:55.49388,2016-09-29 20:26:55.49388
2758,JUVENILE HALL,juvenile hall,2016-09-29 20:26:55.699679,2016-09-29 20:26:55.699679
2759,FUTURISTIC LIVING ROOM,futuristic living room,2016-09-29 20:26:56.604829,2016-09-29 20:26:56.604829
2760,MULTI-PURPOSE ROOM B,multi-purpose room b,2016-09-29 20:26:57.480807,2016-09-29 20:26:57.480807
2761,UNCLE TYRONE'S HOUSE,uncle tyrone house,2016-09-29 20:26:58.142073,2016-09-29 20:26:58.142073
2762,Video Rental Store,video rental store,2016-09-29 20:26:58.222981,2016-09-29 20:26:58.222981
2763,ADULT FILM SECTION,adult film section,2016-09-29 20:26:58.244151,2016-09-29 20:26:58.244151
2764,Plane Cabin,plane cabin,2016-09-29 20:26:58.696792,2016-09-29 20:26:58.696792
2765,Swelldorado Hotel,swelldorado hotel,2016-09-29 20:26:59.009314,2016-09-29 20:26:59.009314
2766,HIGHWAY NORTH OF MIAMI,highway north of miami,2016-09-29 20:26:59.088378,2016-09-29 20:26:59.088378
2767,Miami Airport,miami airport,2016-09-29 20:26:59.27567,2016-09-29 20:26:59.27567
2768,Miami Beach,miami beach,2016-09-29 20:26:59.328352,2016-09-29 20:26:59.328352
2769,Miami,miami,2016-09-29 20:26:59.338143,2016-09-29 20:26:59.338143
2770,Atlantic City,atlantic city,2016-09-29 20:26:59.410566,2016-09-29 20:26:59.410566
2771,ATLANTIC CITY HOTEL,atlantic city hotel,2016-09-29 20:26:59.417982,2016-09-29 20:26:59.417982
2772,Luxury Apartment Tower,luxury apartment tower,2016-09-29 20:26:59.472576,2016-09-29 20:26:59.472576
2773,Raoul's Penthouse,raoul penthouse,2016-09-29 20:26:59.480073,2016-09-29 20:26:59.480073
2774,NIAGARA FALLS AIRPORT,niagara falls airport,2016-09-29 20:26:59.5516,2016-09-29 20:26:59.5516
2775,Niagara Falls Hotel,niagara falls hotel,2016-09-29 20:26:59.559648,2016-09-29 20:26:59.559648
2776,TOP OF FERRIS WHEEL,top of ferris wheel,2016-09-29 20:26:59.7605,2016-09-29 20:26:59.7605
2777,"""MOON BOUNCE"" CASTLE",moon bounce castle,2016-09-29 20:26:59.834181,2016-09-29 20:26:59.834181
2778,MOON BOUNCE,moon bounce,2016-09-29 20:26:59.860981,2016-09-29 20:26:59.860981
2779,NIAGARA RIVER,niagara river,2016-09-29 20:26:59.905633,2016-09-29 20:26:59.905633
2780,BASE OF THE FALLS,base of the falls,2016-09-29 20:26:59.97656,2016-09-29 20:26:59.97656
2781,Poolside Patio,poolside patio,2016-09-29 20:27:00.214258,2016-09-29 20:27:00.214258
2782,COUNTY FAIR,county fair,2016-09-29 20:27:00.416963,2016-09-29 20:27:00.416963
2783,CITY,city,2016-09-29 20:27:01.982946,2016-09-29 20:27:01.982946
2784,SUMMER CAMP,summer camp,2016-09-29 20:27:02.443892,2016-09-29 20:27:02.443892
2785,Homer's Cabin,homer cabin,2016-09-29 20:27:02.469864,2016-09-29 20:27:02.469864
2786,Motorboat,motorboat,2016-09-29 20:27:02.532966,2016-09-29 20:27:02.532966
2787,Girls' Dining Room,girls dining room,2016-09-29 20:27:02.604378,2016-09-29 20:27:02.604378
2788,GIRLS' KITCHEN,girls kitchen,2016-09-29 20:27:02.61402,2016-09-29 20:27:02.61402
2789,Camp Infirmary,camp infirmary,2016-09-29 20:27:02.812199,2016-09-29 20:27:02.812199
2790,LAKESHORE,lakeshore,2016-09-29 20:27:02.840581,2016-09-29 20:27:02.840581
2791,GIRLS' BEACH,girls beach,2016-09-29 20:27:02.888377,2016-09-29 20:27:02.888377
2792,GIRLS' CAMP,girls camp,2016-09-29 20:27:03.032589,2016-09-29 20:27:03.032589
2793,GIRLS DINING HALL,girls dining hall,2016-09-29 20:27:03.098611,2016-09-29 20:27:03.098611
2794,Marge's Cabin,marge cabin,2016-09-29 20:27:03.255471,2016-09-29 20:27:03.255471
2795,PROMONTORY,promontory,2016-09-29 20:27:03.438312,2016-09-29 20:27:03.438312
2796,SECOND DATE ROCK,second date rock,2016-09-29 20:27:03.607387,2016-09-29 20:27:03.607387
2797,Fat Camp,fat camp,2016-09-29 20:27:03.810447,2016-09-29 20:27:03.810447
2798,GIRLS' CAMP PAY PHONE,girls camp pay phone,2016-09-29 20:27:03.859928,2016-09-29 20:27:03.859928
2799,BOYS' CAMP PAYPHONE,boys camp payphone,2016-09-29 20:27:03.881127,2016-09-29 20:27:03.881127
2800,GIRLS' PAYPHONE,girls payphone,2016-09-29 20:27:03.902821,2016-09-29 20:27:03.902821
2801,GIRLS' CAMPGROUND,girls campground,2016-09-29 20:27:03.945917,2016-09-29 20:27:03.945917
2802,CHILDREN'S EXAM ROOM,children exam room,2016-09-29 20:27:04.55014,2016-09-29 20:27:04.55014
2803,When You Wash Upon a Car Wash,when you wash upon a car wash,2016-09-29 20:27:05.143457,2016-09-29 20:27:05.143457
2804,"""HEADBUTT"" SET",headbutt set,2016-09-29 20:27:05.366043,2016-09-29 20:27:05.366043
2805,LIBERTYVILLE,libertyville,2016-09-29 20:27:05.537127,2016-09-29 20:27:05.537127
2806,First Church of Libertyville,first church of libertyville,2016-09-29 20:27:05.609982,2016-09-29 20:27:05.609982
2807,Ronald Reagan Reeducation Center,ronald reagan reeducation center,2016-09-29 20:27:05.848334,2016-09-29 20:27:05.848334
2808,Prison Auditorium,prison auditorium,2016-09-29 20:27:05.938908,2016-09-29 20:27:05.938908
2809,SPRINGFIELD MOUNTAIN AREA,springfield mountain area,2016-09-29 20:27:06.442369,2016-09-29 20:27:06.442369
2810,Geezer Rock,geezer rock,2016-09-29 20:27:06.593786,2016-09-29 20:27:06.593786
2811,Channel 6 Building,channel 6 building,2016-09-29 20:27:07.166065,2016-09-29 20:27:07.166065
2812,Springfield Sky,springfield sky,2016-09-29 20:27:07.31766,2016-09-29 20:27:07.31766
2813,ARMY BASE,army base,2016-09-29 20:27:07.8434,2016-09-29 20:27:07.8434
2814,BOOTH,booth,2016-09-29 20:27:08.86866,2016-09-29 20:27:08.86866
2815,CORE,core,2016-09-29 20:27:08.891507,2016-09-29 20:27:08.891507
2816,VICTORIAN LONDON,victorian london,2016-09-29 20:27:09.024806,2016-09-29 20:27:09.024806
2817,SCOTLAND YARD,scotland yard,2016-09-29 20:27:09.054814,2016-09-29 20:27:09.054814
2818,EMPORIUM OF EXOTICA,emporium of exotica,2016-09-29 20:27:09.252273,2016-09-29 20:27:09.252273
2819,OPIUM DEN,opium den,2016-09-29 20:27:09.382496,2016-09-29 20:27:09.382496
2820,PUBLIC YARD,public yard,2016-09-29 20:27:09.600656,2016-09-29 20:27:09.600656
2821,MAO'S DEN,mao den,2016-09-29 20:27:09.77672,2016-09-29 20:27:09.77672
2822,MAO'S,mao,2016-09-29 20:27:09.791366,2016-09-29 20:27:09.791366
2823,CAPSULE,capsule,2016-09-29 20:27:09.955258,2016-09-29 20:27:09.955258
2824,MR. BURNS' BODY,mr burns body,2016-09-29 20:27:10.131181,2016-09-29 20:27:10.131181
2825,BURNS' BODY,burns body,2016-09-29 20:27:10.214722,2016-09-29 20:27:10.214722
2826,VESSEL,vessel,2016-09-29 20:27:10.266545,2016-09-29 20:27:10.266545
2827,FRINK'S OFFICE,frink office,2016-09-29 20:27:10.298267,2016-09-29 20:27:10.298267
2828,MR. BURNS,mr burns,2016-09-29 20:27:10.312406,2016-09-29 20:27:10.312406
2829,HOUSE NEXT DOOR,house next door,2016-09-29 20:27:10.705316,2016-09-29 20:27:10.705316
2830,JUDGING ROOM,judging room,2016-09-29 20:27:11.938948,2016-09-29 20:27:11.938948
2831,THE THIN CROWD,the thin crowd,2016-09-29 20:27:13.013197,2016-09-29 20:27:13.013197
2832,BAD PART OF TOWN,bad part of town,2016-09-29 20:27:13.476157,2016-09-29 20:27:13.476157
2833,Muntz House,muntz house,2016-09-29 20:27:13.514145,2016-09-29 20:27:13.514145
2834,WINDOW,window,2016-09-29 20:27:14.637698,2016-09-29 20:27:14.637698
2835,Springfield Press Club,springfield press club,2016-09-29 20:27:15.601086,2016-09-29 20:27:15.601086
2836,Chloe's Car,chloe car,2016-09-29 20:27:15.695467,2016-09-29 20:27:15.695467
2837,Springfield Four Seasons,springfield four seasons,2016-09-29 20:27:15.990885,2016-09-29 20:27:15.990885
2838,Highway Outside Capital City,highway outside capital city,2016-09-29 20:27:16.136678,2016-09-29 20:27:16.136678
2839,Base Of The Springfield Volcano Site,base of the springfield volcano site,2016-09-29 20:27:16.177805,2016-09-29 20:27:16.177805
2840,U. N. WOMEN'S CONFERENCE,u n women conference,2016-09-29 20:27:16.269222,2016-09-29 20:27:16.269222
2841,WOMEN'S CONFERENCE,women conference,2016-09-29 20:27:16.277102,2016-09-29 20:27:16.277102
2842,SPRINGFIELD VOLCANO,springfield volcano,2016-09-29 20:27:16.386824,2016-09-29 20:27:16.386824
2843,BASE OF THE VOLCANO,base of the volcano,2016-09-29 20:27:16.440364,2016-09-29 20:27:16.440364
2844,Barney's Helicopter,barney helicopter,2016-09-29 20:27:16.523196,2016-09-29 20:27:16.523196
2845,PLUTONIUM STORAGE ROOM,plutonium storage room,2016-09-29 20:27:18.439438,2016-09-29 20:27:18.439438
2846,Goose's Gags and Gifts,goose gags and gifts,2016-09-29 20:27:18.532726,2016-09-29 20:27:18.532726
2847,Springfield Air and Space Museum,springfield air and space museum,2016-09-29 20:27:18.963821,2016-09-29 20:27:18.963821
2848,AIR MUSEUM,air museum,2016-09-29 20:27:19.068977,2016-09-29 20:27:19.068977
2849,Tarmac,tarmac,2016-09-29 20:27:19.1557,2016-09-29 20:27:19.1557
2850,MUSEUM STAGE,museum stage,2016-09-29 20:27:19.218673,2016-09-29 20:27:19.218673
2851,Springfield Employment Agency,springfield employment agency,2016-09-29 20:27:19.401487,2016-09-29 20:27:19.401487
2852,Police Evidence Room,police evidence room,2016-09-29 20:27:19.481927,2016-09-29 20:27:19.481927
2853,Drug Manufacturing Plant,drug manufacturing plant,2016-09-29 20:27:19.524095,2016-09-29 20:27:19.524095
2854,CANADIAN VFW-STYLE BUILDING,canadian vfw-style building,2016-09-29 20:27:19.777231,2016-09-29 20:27:19.777231
2855,DUDLEY DO-DRUGS PHARMACY,dudley do-drugs pharmacy,2016-09-29 20:27:19.841051,2016-09-29 20:27:19.841051
2856,CANADIAN PHARMACY,canadian pharmacy,2016-09-29 20:27:19.848834,2016-09-29 20:27:19.848834
2857,U.S.,us,2016-09-29 20:27:19.883339,2016-09-29 20:27:19.883339
2858,Rented Van,rented van,2016-09-29 20:27:20.108318,2016-09-29 20:27:20.108318
2859,STREETS OF WINNIPEG,streets of winnipeg,2016-09-29 20:27:20.221271,2016-09-29 20:27:20.221271
2860,"BORDER CROSSING, CANADIAN SIDE",border crossing canadian side,2016-09-29 20:27:20.276989,2016-09-29 20:27:20.276989
2861,CANADIAN JAIL,canadian jail,2016-09-29 20:27:20.394001,2016-09-29 20:27:20.394001
2862,AIRPORT HANGAR,airport hangar,2016-09-29 20:27:20.674673,2016-09-29 20:27:20.674673
2863,Canadian Warehouse,canadian warehouse,2016-09-29 20:27:20.691056,2016-09-29 20:27:20.691056
2864,Skies,skies,2016-09-29 20:27:20.743,2016-09-29 20:27:20.743
2865,PLYWOOD PELICAN,plywood pelican,2016-09-29 20:27:20.751046,2016-09-29 20:27:20.751046
2866,Tower Room,tower room,2016-09-29 20:27:21.093503,2016-09-29 20:27:21.093503
2867,Fancy Hotel,fancy hotel,2016-09-29 20:27:21.334099,2016-09-29 20:27:21.334099
2868,FANCY ATRIUM,fancy atrium,2016-09-29 20:27:21.342404,2016-09-29 20:27:21.342404
2869,ATRIUM,atrium,2016-09-29 20:27:21.430867,2016-09-29 20:27:21.430867
2870,HOT AIR BALLOON,hot air balloon,2016-09-29 20:27:23.33663,2016-09-29 20:27:23.33663
2871,LARGE FOOTBALL STADIUM,large football stadium,2016-09-29 20:27:24.071665,2016-09-29 20:27:24.071665
2872,COMMISSIONER'S OFFICE,commissioner office,2016-09-29 20:27:24.766614,2016-09-29 20:27:24.766614
2873,Capital City Stadium,capital city stadium,2016-09-29 20:27:24.917158,2016-09-29 20:27:24.917158
2874,ARK,ark,2016-09-29 20:27:25.125428,2016-09-29 20:27:25.125428
2875,HUMMER LIMO,hummer limo,2016-09-29 20:27:25.896841,2016-09-29 20:27:25.896841
