id,name,normalized_name,gender,created_at,updated_at
2098,Chase,chase,,2016-09-29 17:04:31.682052,2016-09-29 17:04:31.682052
2099,Starla,starla,,2016-09-29 17:04:31.844999,2016-09-29 17:04:31.844999
2100,Flashback Homer,flashback homer,,2016-09-29 17:04:32.084292,2016-09-29 17:04:32.084292
2101,Flashback Marge,flashback marge,,2016-09-29 17:04:32.095825,2016-09-29 17:04:32.095825
2102,COMBO FRONTMAN,combo frontman,,2016-09-29 17:04:32.431734,2016-09-29 17:04:32.431734
2103,Bandmembers,bandmembers,,2016-09-29 17:04:32.468846,2016-09-29 17:04:32.468846
2104,Homer's Recording,homers recording,,2016-09-29 17:04:33.172904,2016-09-29 17:04:33.172904
2105,Milhouse's Thoughts,milhouses thoughts,,2016-09-29 17:04:33.560719,2016-09-29 17:04:33.560719
2106,Paramedic,paramedic,,2016-09-29 17:04:33.590947,2016-09-29 17:04:33.590947
2107,Nelson's Brain,nelsons brain,,2016-09-29 17:04:34.159169,2016-09-29 17:04:34.159169
2108,National Guardsman,national guardsman,,2016-09-29 17:04:35.471738,2016-09-29 17:04:35.471738
2109,Main Title Singers,main title singers,,2016-09-29 17:04:35.558411,2016-09-29 17:04:35.558411
2110,Prison Officials,prison officials,,2016-09-29 17:04:35.57746,2016-09-29 17:04:35.57746
2111,Citizens,citizens,,2016-09-29 17:04:36.042274,2016-09-29 17:04:36.042274
2112,Older Nurse,older nurse,,2016-09-29 17:04:36.424462,2016-09-29 17:04:36.424462
2114,Young Ned,young ned,,2016-09-29 17:04:36.545623,2016-09-29 17:04:36.545623
2115,Young Dr. Foster,young dr foster,,2016-09-29 17:04:36.556071,2016-09-29 17:04:36.556071
2116,"Nedward Flanders, Sr.",nedward flanders sr,,2016-09-29 17:04:36.584637,2016-09-29 17:04:36.584637
2117,Mona Flanders,mona flanders,,2016-09-29 17:04:36.613261,2016-09-29 17:04:36.613261
2118,Crazy Man,crazy man,,2016-09-29 17:04:36.760487,2016-09-29 17:04:36.760487
2119,Jay Sherman,jay sherman,,2016-09-29 17:04:36.76844,2016-09-29 17:04:36.76844
2120,Various Onlookers,various onlookers,,2016-09-29 17:04:37.524783,2016-09-29 17:04:37.524783
2121,Coyote,coyote,,2016-09-29 17:04:38.169034,2016-09-29 17:04:38.169034
2122,Furniture Salesman,furniture salesman,,2016-09-29 17:04:38.505063,2016-09-29 17:04:38.505063
2123,First Mate,first mate,,2016-09-29 17:04:38.760274,2016-09-29 17:04:38.760274
2124,Leonard Nimoy,leonard nimoy,,2016-09-29 17:04:39.229839,2016-09-29 17:04:39.229839
2125,Video Arcade Man,video arcade man,,2016-09-29 17:04:39.340576,2016-09-29 17:04:39.340576
2126,Kevin Costner Voice,kevin costner voice,,2016-09-29 17:04:39.363454,2016-09-29 17:04:39.363454
2127,Guilty Man,guilty man,,2016-09-29 17:04:39.780047,2016-09-29 17:04:39.780047
2128,Fox Mulder,fox mulder,,2016-09-29 17:04:39.806922,2016-09-29 17:04:39.806922
2129,Dana Scully,dana scully,,2016-09-29 17:04:39.82128,2016-09-29 17:04:39.82128
2130,Alf,alf,,2016-09-29 17:04:39.88375,2016-09-29 17:04:39.88375
2131,MARVIN-THE-MARTIAN-TYPE,marvin-the-martian-type,,2016-09-29 17:04:39.899777,2016-09-29 17:04:39.899777
2132,Whale,whale,,2016-09-29 17:04:40.055365,2016-09-29 17:04:40.055365
2133,Frog #1,frog 1,,2016-09-29 17:04:40.334582,2016-09-29 17:04:40.334582
2134,Frog #2,frog 2,,2016-09-29 17:04:40.343454,2016-09-29 17:04:40.343454
2135,Frog #3,frog 3,,2016-09-29 17:04:40.35225,2016-09-29 17:04:40.35225
2136,alligator,alligator,,2016-09-29 17:04:40.3785,2016-09-29 17:04:40.3785
2137,Hot Dog Stand Guy,hot dog stand guy,,2016-09-29 17:04:40.683916,2016-09-29 17:04:40.683916
2138,SMITHERS',smithers,,2016-09-29 17:04:40.865428,2016-09-29 17:04:40.865428
2139,NICK RIVIERA,nick riviera,,2016-09-29 17:04:40.88099,2016-09-29 17:04:40.88099
2140,Motivational Man,motivational man,,2016-09-29 17:04:41.363934,2016-09-29 17:04:41.363934
2141,Picture Man,picture man,,2016-09-29 17:04:41.397659,2016-09-29 17:04:41.397659
2142,Pita Saleswoman,pita saleswoman,,2016-09-29 17:04:41.533006,2016-09-29 17:04:41.533006
2143,Investorettes,investorettes,,2016-09-29 17:04:41.647901,2016-09-29 17:04:41.647901
2144,Frank Ormand,frank ormand,,2016-09-29 17:04:41.662304,2016-09-29 17:04:41.662304
2145,1st Sportscaster,1st sportscaster,,2016-09-29 17:04:42.039414,2016-09-29 17:04:42.039414
2146,Entire Stadium,entire stadium,,2016-09-29 17:04:42.04763,2016-09-29 17:04:42.04763
2147,2nd Sportscaster,2nd sportscaster,,2016-09-29 17:04:42.061486,2016-09-29 17:04:42.061486
2148,Mobster,mobster,,2016-09-29 17:04:42.319334,2016-09-29 17:04:42.319334
2149,Little Yakuza,little yakuza,,2016-09-29 17:04:42.800602,2016-09-29 17:04:42.800602
2150,Yakuza,yakuza,,2016-09-29 17:04:42.848149,2016-09-29 17:04:42.848149
2151,1st Panicked Employee,1st panicked employee,,2016-09-29 17:04:43.112138,2016-09-29 17:04:43.112138
2152,2nd Panicked Employee,2nd panicked employee,,2016-09-29 17:04:43.121083,2016-09-29 17:04:43.121083
2153,Ranger,ranger,,2016-09-29 17:04:43.331892,2016-09-29 17:04:43.331892
2154,Smokey Bear,smokey bear,,2016-09-29 17:04:43.530637,2016-09-29 17:04:43.530637
2155,Smithers's Echo,smitherss echo,,2016-09-29 17:04:43.570854,2016-09-29 17:04:43.570854
2156,John Muir,john muir,,2016-09-29 17:04:43.787031,2016-09-29 17:04:43.787031
2157,Drunk Man,drunk man,,2016-09-29 17:04:44.545244,2016-09-29 17:04:44.545244
2158,McFadden,mcfadden,,2016-09-29 17:04:44.560587,2016-09-29 17:04:44.560587
2113,Dr. Foster,dr foster,m,2016-09-29 17:04:36.455903,2016-09-29 20:34:48.683847
2087,Belle,belle,f,2016-09-29 17:04:29.229457,2016-09-29 20:34:49.149938
2159,Mr. Burns's Thoughts,mr burnss thoughts,,2016-09-29 17:04:44.609575,2016-09-29 17:04:44.609575
2160,Family,family,,2016-09-29 17:04:44.762451,2016-09-29 17:04:44.762451
2161,FORD,ford,,2016-09-29 17:04:45.305563,2016-09-29 17:04:45.305563
2162,Older Woman,older woman,,2016-09-29 17:04:45.628589,2016-09-29 17:04:45.628589
2163,Elderly Woman,elderly woman,,2016-09-29 17:04:45.682363,2016-09-29 17:04:45.682363
2164,Nanny,nanny,,2016-09-29 17:04:45.875274,2016-09-29 17:04:45.875274
2166,Fidgety Lieutenant,fidgety lieutenant,,2016-09-29 17:04:46.728696,2016-09-29 17:04:46.728696
2167,"""Quentin Tarantino""",quentin tarantino,,2016-09-29 17:04:46.795877,2016-09-29 17:04:46.795877
2168,Moderator,moderator,,2016-09-29 17:04:47.369903,2016-09-29 17:04:47.369903
2169,Writer #1,writer 1,,2016-09-29 17:04:47.547364,2016-09-29 17:04:47.547364
2170,Writer #3,writer 3,,2016-09-29 17:04:47.602525,2016-09-29 17:04:47.602525
2171,Writing Staff,writing staff,,2016-09-29 17:04:47.629084,2016-09-29 17:04:47.629084
2172,Head Animator,head animator,,2016-09-29 17:04:47.643897,2016-09-29 17:04:47.643897
2173,Roy,roy,,2016-09-29 17:04:47.728832,2016-09-29 17:04:47.728832
2174,David Cohen,david cohen,,2016-09-29 17:04:47.811341,2016-09-29 17:04:47.811341
2175,Sound Engineer,sound engineer,,2016-09-29 17:04:47.909809,2016-09-29 17:04:47.909809
2176,June,june,,2016-09-29 17:04:47.925994,2016-09-29 17:04:47.925994
2177,Nerd In Audience,nerd in audience,,2016-09-29 17:04:48.083086,2016-09-29 17:04:48.083086
2178,Theme Singers,theme singers,,2016-09-29 17:04:48.176068,2016-09-29 17:04:48.176068
2179,Very Deep Voice,very deep voice,,2016-09-29 17:04:48.186897,2016-09-29 17:04:48.186897
2180,Poochie,poochie,,2016-09-29 17:04:48.238978,2016-09-29 17:04:48.238978
2181,Hip Saleswoman,hip saleswoman,,2016-09-29 17:04:49.182576,2016-09-29 17:04:49.182576
2182,100 Workers,100 workers,,2016-09-29 17:04:50.230326,2016-09-29 17:04:50.230326
2183,Buffed Worker,buffed worker,,2016-09-29 17:04:50.259102,2016-09-29 17:04:50.259102
2184,Worker In Crowd,worker in crowd,,2016-09-29 17:04:50.28391,2016-09-29 17:04:50.28391
2185,Convicts,convicts,,2016-09-29 17:04:51.272009,2016-09-29 17:04:51.272009
2186,Fat Convict,fat convict,,2016-09-29 17:04:51.325848,2016-09-29 17:04:51.325848
2188,Sideshow Bob's Brain,sideshow bobs brain,,2016-09-29 17:04:51.693851,2016-09-29 17:04:51.693851
2189,1986 Cecil,1986 cecil,,2016-09-29 17:04:51.832488,2016-09-29 17:04:51.832488
2190,1986 BOB,1986 bob,,2016-09-29 17:04:51.8414,2016-09-29 17:04:51.8414
2191,1986 Krusty,1986 krusty,,2016-09-29 17:04:51.857355,2016-09-29 17:04:51.857355
2192,EVERYONE BUT BOB AND CECIL,everyone but bob and cecil,,2016-09-29 17:04:51.903014,2016-09-29 17:04:51.903014
2193,Cousin Merl,cousin merl,,2016-09-29 17:04:52.200302,2016-09-29 17:04:52.200302
2194,Man In Lower Outhouse,man in lower outhouse,,2016-09-29 17:04:53.267506,2016-09-29 17:04:53.267506
2195,Comedy Nurse,comedy nurse,,2016-09-29 17:04:53.28457,2016-09-29 17:04:53.28457
2196,Distressed Yuppie,distressed yuppie,,2016-09-29 17:04:54.370553,2016-09-29 17:04:54.370553
2197,Young Italian Man #1,young italian man 1,,2016-09-29 17:04:54.491279,2016-09-29 17:04:54.491279
2198,Limo Driver,limo driver,,2016-09-29 17:04:54.558477,2016-09-29 17:04:54.558477
2199,Emergency Operator,emergency operator,,2016-09-29 17:04:54.940098,2016-09-29 17:04:54.940098
2200,Irish Cops,irish cops,,2016-09-29 17:04:55.658673,2016-09-29 17:04:55.658673
2201,Drunken Revelers,drunken revelers,,2016-09-29 17:04:55.7109,2016-09-29 17:04:55.7109
2202,Shocked Old Woman,shocked old woman,,2016-09-29 17:04:55.787752,2016-09-29 17:04:55.787752
2203,Bar Crowd,bar crowd,,2016-09-29 17:04:55.83826,2016-09-29 17:04:55.83826
2204,Temperance Women,temperance women,,2016-09-29 17:04:55.933982,2016-09-29 17:04:55.933982
2205,Very Old Clerk,very old clerk,,2016-09-29 17:04:55.973486,2016-09-29 17:04:55.973486
2206,Councilmen,councilmen,,2016-09-29 17:04:55.994116,2016-09-29 17:04:55.994116
2207,Head Of Duff,head of duff,,2016-09-29 17:04:56.08935,2016-09-29 17:04:56.08935
2208,Quimby's Aide,quimbys aide,,2016-09-29 17:04:56.262572,2016-09-29 17:04:56.262572
2210,"HOMER, MARGE AND BART",homer marge and bart,,2016-09-29 17:04:56.862026,2016-09-29 17:04:56.862026
2211,Helpful Clerk,helpful clerk,,2016-09-29 17:04:57.036671,2016-09-29 17:04:57.036671
2212,Voice In Crowd,voice in crowd,,2016-09-29 17:04:57.338759,2016-09-29 17:04:57.338759
2213,Magician,magician,,2016-09-29 17:04:57.941043,2016-09-29 17:04:57.941043
2214,Cafeteria Worker,cafeteria worker,,2016-09-29 17:04:58.316733,2016-09-29 17:04:58.316733
2215,Computerized Japanese Voice,computerized japanese voice,,2016-09-29 17:05:00.134024,2016-09-29 17:05:00.134024
2216,Laddie,laddie,,2016-09-29 17:05:00.190365,2016-09-29 17:05:00.190365
2217,Credit Representative,credit representative,,2016-09-29 17:05:00.294456,2016-09-29 17:05:00.294456
2218,Repo Goon #2,repo goon 2,,2016-09-29 17:05:00.445324,2016-09-29 17:05:00.445324
2219,Heiress,heiress,,2016-09-29 17:05:00.659492,2016-09-29 17:05:00.659492
2220,Lumley,lumley,,2016-09-29 17:05:00.67878,2016-09-29 17:05:00.67878
2221,Distant Voice,distant voice,,2016-09-29 17:05:00.687571,2016-09-29 17:05:00.687571
2222,FIRE-STOKER,fire-stoker,,2016-09-29 17:05:00.698061,2016-09-29 17:05:00.698061
2223,Tommy,tommy,,2016-09-29 17:05:00.937201,2016-09-29 17:05:00.937201
2224,Mitchell,mitchell,,2016-09-29 17:05:01.111895,2016-09-29 17:05:01.111895
2225,Stockbroker,stockbroker,,2016-09-29 17:05:01.98814,2016-09-29 17:05:01.98814
2226,ADVISORS & SMITHERS,advisors smithers,,2016-09-29 17:05:02.061544,2016-09-29 17:05:02.061544
2227,Real Estate Agent,real estate agent,,2016-09-29 17:05:02.216133,2016-09-29 17:05:02.216133
2228,"Bret ""The Hitman"" Hart",bret the hitman hart,,2016-09-29 17:05:02.225712,2016-09-29 17:05:02.225712
2229,Shrieking Sheik,shrieking sheik,,2016-09-29 17:05:02.267141,2016-09-29 17:05:02.267141
2230,Activity Coordinator,activity coordinator,,2016-09-29 17:05:02.648766,2016-09-29 17:05:02.648766
2231,Female Resident,female resident,,2016-09-29 17:05:03.259132,2016-09-29 17:05:03.259132
2232,Male Resident,male resident,,2016-09-29 17:05:03.267904,2016-09-29 17:05:03.267904
2233,Several Residents,several residents,,2016-09-29 17:05:03.28516,2016-09-29 17:05:03.28516
2234,Hospital Intercom,hospital intercom,,2016-09-29 17:05:03.464171,2016-09-29 17:05:03.464171
2235,Test Blast Announcer,test blast announcer,,2016-09-29 17:05:03.653818,2016-09-29 17:05:03.653818
2236,Nearby Patient,nearby patient,,2016-09-29 17:05:03.66856,2016-09-29 17:05:03.66856
2237,P.A. SYSTEM,pa system,,2016-09-29 17:05:03.784096,2016-09-29 17:05:03.784096
2238,Young Flanders,young flanders,,2016-09-29 17:05:04.168382,2016-09-29 17:05:04.168382
2239,Young Lovejoy,young lovejoy,,2016-09-29 17:05:04.178058,2016-09-29 17:05:04.178058
2240,Japanese Worker #1,japanese worker 1,,2016-09-29 17:05:04.574665,2016-09-29 17:05:04.574665
2241,St. Eleutherius,st eleutherius,,2016-09-29 17:05:04.712501,2016-09-29 17:05:04.712501
2242,St. Bartholomew,st bartholomew,,2016-09-29 17:05:04.733816,2016-09-29 17:05:04.733816
2243,St. Lucian,st lucian,,2016-09-29 17:05:04.744478,2016-09-29 17:05:04.744478
2244,St. Donickus,st donickus,,2016-09-29 17:05:04.75918,2016-09-29 17:05:04.75918
2245,Japanese Businessman,japanese businessman,,2016-09-29 17:05:04.847338,2016-09-29 17:05:04.847338
2246,Mr. Sparkle,mr sparkle,,2016-09-29 17:05:04.856219,2016-09-29 17:05:04.856219
2247,UNDERWATER GIRLS #1 & #2,underwater girls 1 2,,2016-09-29 17:05:04.870561,2016-09-29 17:05:04.870561
2248,UNDERWATER GIRL #3,underwater girl 3,,2016-09-29 17:05:04.879054,2016-09-29 17:05:04.879054
2249,Sumo Wrestlers,sumo wrestlers,,2016-09-29 17:05:04.88705,2016-09-29 17:05:04.88705
2250,Japanese Announcer,japanese announcer,,2016-09-29 17:05:04.924858,2016-09-29 17:05:04.924858
2251,Donny,donny,,2016-09-29 17:05:05.231603,2016-09-29 17:05:05.231603
2252,Baboon,baboon,,2016-09-29 17:05:05.302755,2016-09-29 17:05:05.302755
2253,Japanese Tourist,japanese tourist,,2016-09-29 17:05:05.329662,2016-09-29 17:05:05.329662
2254,Zookeeper,zookeeper,,2016-09-29 17:05:05.399049,2016-09-29 17:05:05.399049
2255,Baboons,baboons,,2016-09-29 17:05:05.443791,2016-09-29 17:05:05.443791
2257,City Employee,city employee,,2016-09-29 17:05:05.940998,2016-09-29 17:05:05.940998
2258,Portly Chef,portly chef,,2016-09-29 17:05:07.641959,2016-09-29 17:05:07.641959
2259,Big Daddy,big daddy,,2016-09-29 17:05:07.754826,2016-09-29 17:05:07.754826
2260,Scary Huge-headed Figure,scary huge-headed figure,,2016-09-29 17:05:07.818075,2016-09-29 17:05:07.818075
2261,Betty,betty,,2016-09-29 17:05:08.227727,2016-09-29 17:05:08.227727
2187,Cecil Terwilliger,cecil terwilliger,m,2016-09-29 17:04:51.555509,2016-09-29 20:34:48.239722
2165,SHARY,shary,f,2016-09-29 17:04:45.941659,2016-09-29 20:34:48.629489
2209,Rex Banner,rex banner,m,2016-09-29 17:04:56.316239,2016-09-29 20:34:48.919827
2262,BETTY & MOE,betty moe,,2016-09-29 17:05:08.516611,2016-09-29 17:05:08.516611
2263,MOE & BETTY,moe betty,,2016-09-29 17:05:08.532824,2016-09-29 17:05:08.532824
2264,Tim Conway,tim conway,,2016-09-29 17:05:08.736209,2016-09-29 17:05:08.736209
2265,Ozmodiar,ozmodiar,,2016-09-29 17:05:09.244348,2016-09-29 17:05:09.244348
2266,OSMODIAR AND TROY,osmodiar and troy,,2016-09-29 17:05:09.256721,2016-09-29 17:05:09.256721
2267,Adlai Stevenson,adlai stevenson,,2016-09-29 17:05:09.554726,2016-09-29 17:05:09.554726
2268,Parrots,parrots,,2016-09-29 17:05:09.763921,2016-09-29 17:05:09.763921
2270,Cadet,cadet,,2016-09-29 17:05:10.007791,2016-09-29 17:05:10.007791
2271,Cadet Larsen,cadet larsen,,2016-09-29 17:05:10.038453,2016-09-29 17:05:10.038453
2272,Cadet Franklin,cadet franklin,,2016-09-29 17:05:10.190999,2016-09-29 17:05:10.190999
2273,Cadet Platt,cadet platt,,2016-09-29 17:05:10.230871,2016-09-29 17:05:10.230871
2274,Cadets,cadets,,2016-09-29 17:05:10.260005,2016-09-29 17:05:10.260005
2275,CADET ANDERSEN,cadet andersen,,2016-09-29 17:05:10.800917,2016-09-29 17:05:10.800917
2276,Cadet Anderson,cadet anderson,,2016-09-29 17:05:10.896038,2016-09-29 17:05:10.896038
2278,Cheerleaders,cheerleaders,,2016-09-29 17:05:11.372629,2016-09-29 17:05:11.372629
2279,Hasidic Man,hasidic man,,2016-09-29 17:05:11.806509,2016-09-29 17:05:11.806509
2280,Immigrants,immigrants,,2016-09-29 17:05:11.943387,2016-09-29 17:05:11.943387
2281,OFFICE WORKER IN TOWER ONE,office worker in tower one,,2016-09-29 17:05:11.978676,2016-09-29 17:05:11.978676
2282,OFFICE WORKER IN TOWER TWO,office worker in tower two,,2016-09-29 17:05:11.999274,2016-09-29 17:05:11.999274
2283,Undershirt Guy,undershirt guy,,2016-09-29 17:05:12.021915,2016-09-29 17:05:12.021915
2284,Dmv Recording,dmv recording,,2016-09-29 17:05:12.037524,2016-09-29 17:05:12.037524
2285,Gruff Voice,gruff voice,,2016-09-29 17:05:12.057205,2016-09-29 17:05:12.057205
2286,Crazy Guy,crazy guy,,2016-09-29 17:05:12.132894,2016-09-29 17:05:12.132894
2287,Fireworks Vendor,fireworks vendor,,2016-09-29 17:05:12.404934,2016-09-29 17:05:12.404934
2288,Society Matron,society matron,,2016-09-29 17:05:12.448511,2016-09-29 17:05:12.448511
2289,Alfred E. Neuman,alfred e neuman,,2016-09-29 17:05:12.622199,2016-09-29 17:05:12.622199
2290,Angry Cab Driver,angry cab driver,,2016-09-29 17:05:12.649519,2016-09-29 17:05:12.649519
2291,Bike Messenger,bike messenger,,2016-09-29 17:05:12.660604,2016-09-29 17:05:12.660604
2292,Song On Radio,song on radio,,2016-09-29 17:05:12.676562,2016-09-29 17:05:12.676562
2293,Jury Member #1,jury member 1,,2016-09-29 17:05:12.71549,2016-09-29 17:05:12.71549
2294,Jury Member #2,jury member 2,,2016-09-29 17:05:12.724885,2016-09-29 17:05:12.724885
2295,Jury Chorus,jury chorus,,2016-09-29 17:05:12.733307,2016-09-29 17:05:12.733307
2296,Mr. Cleary,mr cleary,,2016-09-29 17:05:12.752856,2016-09-29 17:05:12.752856
2297,Staff/patients,staffpatients,,2016-09-29 17:05:12.761026,2016-09-29 17:05:12.761026
2298,Construction Worker,construction worker,,2016-09-29 17:05:12.859678,2016-09-29 17:05:12.859678
2299,Picnickers,picnickers,,2016-09-29 17:05:12.944899,2016-09-29 17:05:12.944899
2300,Carriage Driver,carriage driver,,2016-09-29 17:05:12.954171,2016-09-29 17:05:12.954171
2301,Student Choir,student choir,,2016-09-29 17:05:13.488221,2016-09-29 17:05:13.488221
2302,Stranger,stranger,,2016-09-29 17:05:13.496914,2016-09-29 17:05:13.496914
2305,Young Armin,young armin,,2016-09-29 17:05:13.694456,2016-09-29 17:05:13.694456
2306,Frog,frog,,2016-09-29 17:05:15.231866,2016-09-29 17:05:15.231866
2307,"""Krusty""",krusty,,2016-09-29 17:05:15.256298,2016-09-29 17:05:15.256298
2308,Asian Boy,asian boy,,2016-09-29 17:05:15.281065,2016-09-29 17:05:15.281065
2309,Young Barney,young barney,,2016-09-29 17:05:15.715229,2016-09-29 17:05:15.715229
2310,Little Girls,little girls,,2016-09-29 17:05:16.12693,2016-09-29 17:05:16.12693
2311,Headmistress,headmistress,,2016-09-29 17:05:16.135658,2016-09-29 17:05:16.135658
2312,Man At Bar,man at bar,,2016-09-29 17:05:16.848571,2016-09-29 17:05:16.848571
2313,French President,french president,,2016-09-29 17:05:17.690442,2016-09-29 17:05:17.690442
2314,Mutant Sideshow Mel,mutant sideshow mel,,2016-09-29 17:05:17.909458,2016-09-29 17:05:17.909458
2315,Mutant Dr. Hibbert,mutant dr hibbert,,2016-09-29 17:05:17.918095,2016-09-29 17:05:17.918095
2316,Mutant Moe,mutant moe,,2016-09-29 17:05:17.933352,2016-09-29 17:05:17.933352
2317,Mutant Skinner,mutant skinner,,2016-09-29 17:05:17.942406,2016-09-29 17:05:17.942406
2318,Mutant Burns,mutant burns,,2016-09-29 17:05:17.95206,2016-09-29 17:05:17.95206
2319,Mutant Lenny,mutant lenny,,2016-09-29 17:05:18.001324,2016-09-29 17:05:18.001324
2320,Mutants,mutants,,2016-09-29 17:05:18.067891,2016-09-29 17:05:18.067891
2321,Mutant Wiggum,mutant wiggum,,2016-09-29 17:05:18.078244,2016-09-29 17:05:18.078244
2322,MUTANT FLANDERS,mutant flanders,,2016-09-29 17:05:18.111701,2016-09-29 17:05:18.111701
2323,MUTANT MEL/SKINNER/MOE/BURNS/WIGGUM,mutant melskinnermoeburnswiggum,,2016-09-29 17:05:18.122348,2016-09-29 17:05:18.122348
2324,Creature,creature,,2016-09-29 17:05:18.352536,2016-09-29 17:05:18.352536
2325,Fly-head,fly-head,,2016-09-29 17:05:18.432476,2016-09-29 17:05:18.432476
2326,Governor Quimby,governor quimby,,2016-09-29 17:05:18.748851,2016-09-29 17:05:18.748851
2327,Constable Wiggum,constable wiggum,,2016-09-29 17:05:18.75896,2016-09-29 17:05:18.75896
2328,Goodman Skinner,goodman skinner,,2016-09-29 17:05:18.786926,2016-09-29 17:05:18.786926
2329,Goodman Flanders,goodman flanders,,2016-09-29 17:05:18.820876,2016-09-29 17:05:18.820876
2330,Pastor Lovejoy,pastor lovejoy,,2016-09-29 17:05:18.832117,2016-09-29 17:05:18.832117
2331,Goodman Moe,goodman moe,,2016-09-29 17:05:18.925631,2016-09-29 17:05:18.925631
2332,Goody Krabappel,goody krabappel,,2016-09-29 17:05:18.956838,2016-09-29 17:05:18.956838
2333,Goodman Lenny,goodman lenny,,2016-09-29 17:05:19.157004,2016-09-29 17:05:19.157004
2334,Snowman Eddie,snowman eddie,,2016-09-29 17:05:19.199684,2016-09-29 17:05:19.199684
2335,Princess Lou,princess lou,,2016-09-29 17:05:19.209157,2016-09-29 17:05:19.209157
2336,Goody Maude,goody maude,,2016-09-29 17:05:19.305557,2016-09-29 17:05:19.305557
2337,Pelé,pelé,,2016-09-29 17:05:19.834456,2016-09-29 17:05:19.834456
2338,Foreign Announcer,foreign announcer,,2016-09-29 17:05:19.861226,2016-09-29 17:05:19.861226
2339,Soccer Hooligans,soccer hooligans,,2016-09-29 17:05:19.930211,2016-09-29 17:05:19.930211
2340,Soccer Hooligan,soccer hooligan,,2016-09-29 17:05:19.951959,2016-09-29 17:05:19.951959
2341,Security Salesman,security salesman,,2016-09-29 17:05:20.042623,2016-09-29 17:05:20.042623
2342,Gun Clerk,gun clerk,,2016-09-29 17:05:20.190017,2016-09-29 17:05:20.190017
2343,Hooker,hooker,,2016-09-29 17:05:21.138879,2016-09-29 17:05:21.138879
2344,Muffled Voice,muffled voice,,2016-09-29 17:05:21.371753,2016-09-29 17:05:21.371753
2345,Team,team,,2016-09-29 17:05:22.278435,2016-09-29 17:05:22.278435
2346,Roy Firestone,roy firestone,,2016-09-29 17:05:22.448703,2016-09-29 17:05:22.448703
2347,Teenage Smithers,teenage smithers,,2016-09-29 17:05:22.880957,2016-09-29 17:05:22.880957
2348,MIDDLE-AGE GRAMPA,middle-age grampa,,2016-09-29 17:05:22.903086,2016-09-29 17:05:22.903086
2349,Teenage Lenny,teenage lenny,,2016-09-29 17:05:22.921724,2016-09-29 17:05:22.921724
2351,Joe Namath,joe namath,,2016-09-29 17:05:23.686566,2016-09-29 17:05:23.686566
2352,Other Players,other players,,2016-09-29 17:05:23.862443,2016-09-29 17:05:23.862443
2353,HANK,hank,,2016-09-29 17:05:24.034062,2016-09-29 17:05:24.034062
2354,Female Voices,female voices,,2016-09-29 17:05:24.092902,2016-09-29 17:05:24.092902
2355,Female Crowd Members,female crowd members,,2016-09-29 17:05:24.58814,2016-09-29 17:05:24.58814
2356,Manjula's Mother,manjulas mother,,2016-09-29 17:05:25.132644,2016-09-29 17:05:25.132644
2357,"""Siegfried""",siegfried,,2016-09-29 17:05:26.271824,2016-09-29 17:05:26.271824
2358,Guests,guests,,2016-09-29 17:05:26.441682,2016-09-29 17:05:26.441682
2359,Ganesh,ganesh,,2016-09-29 17:05:26.50876,2016-09-29 17:05:26.50876
2360,Burly Guest,burly guest,,2016-09-29 17:05:26.543201,2016-09-29 17:05:26.543201
2361,Indian Singers,indian singers,,2016-09-29 17:05:26.701943,2016-09-29 17:05:26.701943
2362,Mall Executive,mall executive,,2016-09-29 17:05:27.21609,2016-09-29 17:05:27.21609
2363,Pr Man,pr man,,2016-09-29 17:05:27.242258,2016-09-29 17:05:27.242258
2364,Caveman,caveman,,2016-09-29 17:05:27.576158,2016-09-29 17:05:27.576158
2365,Stephen Jay Gould,stephen jay gould,,2016-09-29 17:05:27.888504,2016-09-29 17:05:27.888504
2277,Duffman,duffman,m,2016-09-29 17:05:11.349167,2016-09-29 20:34:48.040745
2304,Armin,armin,m,2016-09-29 17:05:13.673293,2016-09-29 20:34:48.227264
2269,Commandant,commandant,m,2016-09-29 17:05:09.944401,2016-09-29 20:34:48.411378
2303,Sgt. Skinner,sgt skinner,m,2016-09-29 17:05:13.633219,2016-09-29 20:34:48.65289
2366,SOUTH AMERICAN BIDDER,south american bidder,,2016-09-29 17:05:29.324935,2016-09-29 17:05:29.324935
2367,Johnny D,johnny d,,2016-09-29 17:05:29.341696,2016-09-29 17:05:29.341696
2368,City Clerk,city clerk,,2016-09-29 17:05:29.790096,2016-09-29 17:05:29.790096
2370,Cookie,cookie,,2016-09-29 17:05:29.889572,2016-09-29 17:05:29.889572
2371,Assorted Agents,assorted agents,,2016-09-29 17:05:29.917818,2016-09-29 17:05:29.917818
2372,Lionel Hutz's Head,lionel hutzs head,,2016-09-29 17:05:30.613926,2016-09-29 17:05:30.613926
2373,Female Victim,female victim,,2016-09-29 17:05:30.622713,2016-09-29 17:05:30.622713
2374,Other Realtors,other realtors,,2016-09-29 17:05:30.713601,2016-09-29 17:05:30.713601
2375,Dove,dove,,2016-09-29 17:05:31.085346,2016-09-29 17:05:31.085346
2376,Shopper,shopper,,2016-09-29 17:05:31.984219,2016-09-29 17:05:31.984219
2377,Cheerleader,cheerleader,,2016-09-29 17:05:32.164843,2016-09-29 17:05:32.164843
2378,Toy,toy,,2016-09-29 17:05:32.253665,2016-09-29 17:05:32.253665
