Source	Target	Weight	Type
30	244	1	Undirected
42	352	1	Undirected
113	578	1	Undirected
91	96	6	Undirected
74	133	2	Undirected
240	351	1	Undirected
117	475	1	Undirected
32	149	2	Undirected
86	457	1	Undirected
135	167	3	Undirected
59	485	1	Undirected
234	469	1	Undirected
300	463	1	Undirected
436	522	1	Undirected
316	332	1	Undirected
241	243	1	Undirected
102	307	1	Undirected
234	462	1	Undirected
128	237	2	Undirected
15	347	1	Undirected
34	385	1	Undirected
93	103	1	Undirected
70	255	1	Undirected
143	449	1	Undirected
85	107	1	Undirected
9	28	1	Undirected
62	74	1	Undirected
89	369	1	Undirected
112	190	1	Undirected
74	505	1	Undirected
262	270	3	Undirected
5	284	2	Undirected
294	302	1	Undirected
182	388	1	Undirected
471	483	1	Undirected
82	95	1	Undirected
67	203	1	Undirected
52	169	1	Undirected
11	48	1	Undirected
28	492	1	Undirected
140	349	1	Undirected
113	115	3	Undirected
43	69	1	Undirected
81	154	1	Undirected
125	282	1	Undirected
180	218	1	Undirected
86	107	1	Undirected
113	548	1	Undirected
140	395	1	Undirected
330	342	1	Undirected
147	170	1	Undirected
307	321	1	Undirected
94	435	1	Undirected
32	263	4	Undirected
90	579	1	Undirected
115	145	3	Undirected
149	451	1	Undirected
214	564	1	Undirected
122	566	1	Undirected
47	73	16	Undirected
446	465	1	Undirected
127	262	5	Undirected
28	574	1	Undirected
570	571	1	Undirected
34	189	1	Undirected
64	155	1	Undirected
12	347	1	Undirected
70	362	1	Undirected
269	462	1	Undirected
30	144	2	Undirected
60	435	1	Undirected
495	508	1	Undirected
98	263	1	Undirected
77	295	1	Undirected
79	161	2	Undirected
46	98	4	Undirected
84	486	2	Undirected
270	309	1	Undirected
182	224	1	Undirected
97	486	1	Undirected
78	541	1	Undirected
246	295	1	Undirected
36	166	5	Undirected
100	251	2	Undirected
4	46	1	Undirected
23	114	6	Undirected
63	77	5	Undirected
23	483	1	Undirected
75	232	1	Undirected
346	351	1	Undirected
73	203	1	Undirected
442	467	1	Undirected
91	468	1	Undirected
199	224	1	Undirected
121	157	2	Undirected
465	508	1	Undirected
15	149	1	Undirected
93	113	10	Undirected
59	414	1	Undirected
36	255	1	Undirected
214	298	1	Undirected
106	578	1	Undirected
18	290	1	Undirected
398	412	1	Undirected
465	474	1	Undirected
113	549	1	Undirected
162	432	1	Undirected
166	339	1	Undirected
261	268	1	Undirected
30	130	1	Undirected
326	329	1	Undirected
94	257	1	Undirected
49	181	4	Undirected
122	188	1	Undirected
18	549	1	Undirected
82	88	2	Undirected
140	394	1	Undirected
28	271	1	Undirected
314	322	1	Undirected
48	451	1	Undirected
64	114	5	Undirected
67	473	1	Undirected
79	265	1	Undirected
89	290	1	Undirected
122	553	1	Undirected
23	235	3	Undirected
444	476	1	Undirected
125	533	1	Undirected
68	367	1	Undirected
171	255	1	Undirected
313	315	1	Undirected
381	411	1	Undirected
180	186	1	Undirected
167	303	1	Undirected
45	493	1	Undirected
222	223	1	Undirected
76	261	1	Undirected
108	236	1	Undirected
11	372	1	Undirected
159	361	1	Undirected
64	304	1	Undirected
52	234	1	Undirected
28	276	1	Undirected
177	211	1	Undirected
176	214	1	Undirected
15	485	1	Undirected
135	161	1	Undirected
60	62	1	Undirected
77	168	1	Undirected
236	260	1	Undirected
11	22	1	Undirected
88	273	1	Undirected
139	442	1	Undirected
18	94	3	Undirected
117	383	1	Undirected
108	242	1	Undirected
26	128	2	Undirected
456	482	1	Undirected
176	177	1	Undirected
19	509	1	Undirected
98	182	1	Undirected
5	388	2	Undirected
18	101	1	Undirected
49	87	2	Undirected
117	222	1	Undirected
127	202	1	Undirected
218	289	1	Undirected
11	432	1	Undirected
126	451	2	Undirected
86	268	1	Undirected
72	466	1	Undirected
43	56	1	Undirected
260	439	1	Undirected
45	453	1	Undirected
11	414	1	Undirected
22	320	1	Undirected
45	518	1	Undirected
162	296	1	Undirected
59	337	1	Undirected
117	348	1	Undirected
162	492	1	Undirected
191	216	1	Undirected
29	33	1	Undirected
311	323	1	Undirected
22	500	1	Undirected
70	492	1	Undirected
141	445	1	Undirected
62	66	1	Undirected
55	480	1	Undirected
119	244	1	Undirected
84	154	1	Undirected
127	180	1	Undirected
5	477	1	Undirected
84	296	1	Undirected
105	112	1	Undirected
31	47	1	Undirected
124	260	3	Undirected
185	202	1	Undirected
140	213	1	Undirected
162	297	1	Undirected
20	592	1	Undirected
93	551	1	Undirected
351	397	1	Undirected
235	239	1	Undirected
59	121	5	Undirected
97	138	1	Undirected
16	65	1	Undirected
151	367	1	Undirected
91	126	6	Undirected
47	383	1	Undirected
163	291	2	Undirected
59	201	1	Undirected
82	452	1	Undirected
79	222	3	Undirected
65	530	1	Undirected
45	509	1	Undirected
580	590	1	Undirected
108	138	1	Undirected
531	542	1	Undirected
34	383	1	Undirected
12	330	3	Undirected
62	72	1	Undirected
92	144	2	Undirected
187	232	1	Undirected
159	482	1	Undirected
106	118	1	Undirected
117	350	2	Undirected
111	379	1	Undirected
74	250	1	Undirected
49	124	10	Undirected
14	138	1	Undirected
33	425	1	Undirected
90	164	1	Undirected
276	283	1	Undirected
19	505	1	Undirected
240	268	1	Undirected
4	75	1	Undirected
124	365	1	Undirected
65	263	4	Undirected
127	469	1	Undirected
120	202	1	Undirected
90	472	1	Undirected
30	97	2	Undirected
92	500	1	Undirected
49	236	1	Undirected
32	155	1	Undirected
74	457	1	Undirected
564	567	1	Undirected
468	474	1	Undirected
314	323	1	Undirected
581	586	1	Undirected
141	160	2	Undirected
162	545	1	Undirected
75	218	4	Undirected
205	216	1	Undirected
8	58	1	Undirected
133	385	1	Undirected
527	529	1	Undirected
33	94	2	Undirected
87	90	1	Undirected
14	413	1	Undirected
12	550	1	Undirected
79	252	3	Undirected
153	330	1	Undirected
92	159	6	Undirected
166	228	1	Undirected
68	463	1	Undirected
77	292	1	Undirected
176	229	1	Undirected
15	343	1	Undirected
73	77	14	Undirected
181	359	1	Undirected
91	482	1	Undirected
91	234	4	Undirected
99	120	1	Undirected
221	231	1	Undirected
32	338	1	Undirected
194	198	1	Undirected
8	47	1	Undirected
77	224	1	Undirected
77	269	2	Undirected
32	517	3	Undirected
196	232	1	Undirected
270	538	1	Undirected
79	503	1	Undirected
88	303	1	Undirected
150	306	1	Undirected
584	589	1	Undirected
36	442	1	Undirected
17	68	1	Undirected
3	18	1	Undirected
114	290	1	Undirected
5	484	1	Undirected
194	224	1	Undirected
84	287	1	Undirected
34	171	5	Undirected
63	141	1	Undirected
129	301	1	Undirected
31	43	1	Undirected
584	592	1	Undirected
79	210	1	Undirected
44	68	1	Undirected
26	277	1	Undirected
91	334	1	Undirected
144	292	1	Undirected
162	215	2	Undirected
270	463	1	Undirected
67	124	8	Undirected
492	495	1	Undirected
57	227	1	Undirected
75	469	1	Undirected
181	401	1	Undirected
79	348	1	Undirected
79	353	1	Undirected
471	482	1	Undirected
125	202	1	Undirected
418	429	1	Undirected
47	350	2	Undirected
235	589	1	Undirected
49	457	1	Undirected
167	457	1	Undirected
32	494	1	Undirected
97	462	1	Undirected
40	74	1	Undirected
89	92	7	Undirected
162	237	1	Undirected
108	351	2	Undirected
93	258	1	Undirected
126	472	1	Undirected
461	472	1	Undirected
543	546	1	Undirected
455	551	1	Undirected
75	361	1	Undirected
108	251	2	Undirected
145	274	1	Undirected
34	72	3	Undirected
96	118	1	Undirected
3	349	1	Undirected
72	127	3	Undirected
49	241	1	Undirected
100	448	1	Undirected
11	29	1	Undirected
205	223	1	Undirected
86	583	1	Undirected
157	492	1	Undirected
42	160	1	Undirected
160	169	1	Undirected
122	384	2	Undirected
60	74	3	Undirected
15	463	1	Undirected
236	245	1	Undirected
138	150	1	Undirected
36	124	8	Undirected
158	170	1	Undirected
136	454	1	Undirected
65	193	1	Undirected
7	19	1	Undirected
19	570	1	Undirected
149	289	1	Undirected
15	289	1	Undirected
114	476	1	Undirected
237	267	1	Undirected
33	365	1	Undirected
449	450	1	Undirected
107	117	1	Undirected
98	246	1	Undirected
128	162	1	Undirected
65	143	7	Undirected
23	270	5	Undirected
121	425	1	Undirected
70	167	5	Undirected
75	124	6	Undirected
45	262	4	Undirected
86	265	1	Undirected
93	561	1	Undirected
32	428	1	Undirected
250	254	1	Undirected
1	264	1	Undirected
67	209	2	Undirected
90	145	1	Undirected
37	42	1	Undirected
108	343	1	Undirected
144	293	1	Undirected
218	508	1	Undirected
19	186	1	Undirected
14	29	1	Undirected
88	266	1	Undirected
59	273	1	Undirected
349	364	1	Undirected
246	274	1	Undirected
23	69	1	Undirected
91	538	1	Undirected
30	560	1	Undirected
49	529	1	Undirected
159	171	3	Undirected
34	187	1	Undirected
124	489	1	Undirected
278	299	1	Undirected
57	127	5	Undirected
77	289	2	Undirected
38	161	1	Undirected
218	262	2	Undirected
144	153	1	Undirected
15	367	1	Undirected
34	202	1	Undirected
87	111	1	Undirected
92	112	4	Undirected
122	196	1	Undirected
63	452	1	Undirected
142	152	1	Undirected
127	246	2	Undirected
72	172	1	Undirected
20	426	1	Undirected
464	481	1	Undirected
122	194	1	Undirected
66	235	1	Undirected
52	578	1	Undirected
65	149	2	Undirected
18	196	1	Undirected
171	260	3	Undirected
262	352	1	Undirected
68	466	1	Undirected
14	169	1	Undirected
465	501	1	Undirected
117	260	5	Undirected
33	351	1	Undirected
5	182	2	Undirected
98	233	1	Undirected
92	553	1	Undirected
112	122	4	Undirected
5	118	1	Undirected
140	151	6	Undirected
114	342	1	Undirected
235	246	2	Undirected
65	238	1	Undirected
45	174	1	Undirected
245	384	1	Undirected
36	230	3	Undirected
106	162	4	Undirected
1	129	2	Undirected
245	371	1	Undirected
33	143	3	Undirected
315	324	1	Undirected
19	178	1	Undirected
68	405	1	Undirected
346	533	1	Undirected
67	227	1	Undirected
209	218	1	Undirected
206	225	1	Undirected
121	160	1	Undirected
100	110	1	Undirected
13	25	1	Undirected
75	246	1	Undirected
10	36	1	Undirected
56	122	1	Undirected
68	255	1	Undirected
396	408	1	Undirected
67	144	2	Undirected
138	139	1	Undirected
45	62	1	Undirected
320	332	1	Undirected
109	120	1	Undirected
166	188	1	Undirected
76	107	1	Undirected
12	460	2	Undirected
90	115	3	Undirected
188	199	1	Undirected
287	298	1	Undirected
107	123	1	Undirected
351	361	1	Undirected
581	593	1	Undirected
1	125	2	Undirected
32	262	5	Undirected
68	486	1	Undirected
32	388	6	Undirected
36	447	1	Undirected
108	203	1	Undirected
76	170	1	Undirected
34	58	1	Undirected
273	279	1	Undirected
75	465	1	Undirected
93	139	5	Undirected
108	162	8	Undirected
179	210	1	Undirected
70	440	1	Undirected
489	498	1	Undirected
486	564	1	Undirected
582	583	1	Undirected
112	378	1	Undirected
136	148	1	Undirected
161	475	1	Undirected
67	140	10	Undirected
128	531	1	Undirected
34	67	6	Undirected
117	536	1	Undirected
39	58	1	Undirected
448	451	1	Undirected
111	287	1	Undirected
28	352	1	Undirected
124	131	1	Undirected
12	42	2	Undirected
36	154	1	Undirected
111	114	5	Undirected
74	507	1	Undirected
33	330	2	Undirected
162	519	1	Undirected
46	120	6	Undirected
127	270	6	Undirected
46	84	4	Undirected
64	108	9	Undirected
30	47	12	Undirected
33	37	3	Undirected
116	125	1	Undirected
436	495	2	Undirected
117	418	1	Undirected
470	482	1	Undirected
187	224	1	Undirected
67	468	1	Undirected
3	62	1	Undirected
28	436	3	Undirected
45	81	9	Undirected
89	278	1	Undirected
327	330	2	Undirected
58	181	1	Undirected
351	358	1	Undirected
63	468	1	Undirected
19	331	1	Undirected
240	520	1	Undirected
19	556	1	Undirected
68	473	1	Undirected
47	80	1	Undirected
171	527	1	Undirected
63	120	1	Undirected
133	379	1	Undirected
167	462	1	Undirected
105	109	1	Undirected
21	53	1	Undirected
67	130	1	Undirected
122	387	1	Undirected
289	481	1	Undirected
189	196	1	Undirected
117	533	1	Undirected
151	168	1	Undirected
417	426	1	Undirected
3	6	1	Undirected
49	405	1	Undirected
96	251	3	Undirected
325	331	1	Undirected
12	180	1	Undirected
145	295	1	Undirected
75	182	1	Undirected
10	75	1	Undirected
260	275	1	Undirected
33	46	4	Undirected
111	451	1	Undirected
36	66	4	Undirected
115	420	1	Undirected
129	269	1	Undirected
13	35	1	Undirected
145	278	1	Undirected
108	194	1	Undirected
486	500	1	Undirected
65	505	1	Undirected
30	277	1	Undirected
119	136	2	Undirected
93	371	1	Undirected
308	316	1	Undirected
127	192	1	Undirected
52	160	2	Undirected
129	341	1	Undirected
79	344	1	Undirected
237	269	1	Undirected
19	525	1	Undirected
218	462	2	Undirected
84	446	1	Undirected
136	464	1	Undirected
117	394	1	Undirected
18	153	2	Undirected
68	281	1	Undirected
1	121	1	Undirected
129	583	1	Undirected
275	287	1	Undirected
136	425	1	Undirected
34	254	2	Undirected
82	144	1	Undirected
46	179	2	Undirected
18	289	2	Undirected
4	35	1	Undirected
248	261	1	Undirected
100	440	1	Undirected
35	77	1	Undirected
178	192	1	Undirected
173	187	1	Undirected
45	444	1	Undirected
273	288	1	Undirected
240	301	1	Undirected
462	479	1	Undirected
75	108	6	Undirected
140	410	1	Undirected
12	196	1	Undirected
122	386	1	Undirected
34	374	1	Undirected
447	458	1	Undirected
143	444	1	Undirected
90	254	1	Undirected
18	163	3	Undirected
261	262	1	Undirected
28	40	1	Undirected
419	422	1	Undirected
79	80	1	Undirected
119	461	1	Undirected
26	86	3	Undirected
202	224	1	Undirected
94	268	1	Undirected
60	468	1	Undirected
92	438	1	Undirected
278	287	1	Undirected
140	373	1	Undirected
140	276	1	Undirected
149	156	1	Undirected
38	53	1	Undirected
79	425	1	Undirected
120	422	1	Undirected
19	456	1	Undirected
16	57	1	Undirected
93	245	3	Undirected
137	140	1	Undirected
465	496	1	Undirected
122	293	1	Undirected
133	179	1	Undirected
330	357	1	Undirected
159	450	1	Undirected
12	35	1	Undirected
89	335	1	Undirected
488	490	1	Undirected
323	324	1	Undirected
234	452	1	Undirected
41	52	1	Undirected
219	228	1	Undirected
19	355	1	Undirected
92	373	1	Undirected
66	128	2	Undirected
306	328	1	Undirected
157	252	2	Undirected
18	152	1	Undirected
81	251	1	Undirected
73	444	1	Undirected
371	377	1	Undirected
156	158	1	Undirected
388	510	1	Undirected
365	369	1	Undirected
23	308	1	Undirected
46	68	8	Undirected
23	381	1	Undirected
557	576	1	Undirected
236	254	1	Undirected
240	243	1	Undirected
67	540	1	Undirected
73	106	6	Undirected
52	56	1	Undirected
45	571	1	Undirected
162	170	2	Undirected
19	418	1	Undirected
47	230	4	Undirected
256	258	1	Undirected
291	295	1	Undirected
124	169	1	Undirected
8	67	1	Undirected
462	470	1	Undirected
45	578	1	Undirected
74	489	1	Undirected
56	68	2	Undirected
89	555	1	Undirected
54	55	1	Undirected
126	362	1	Undirected
144	154	1	Undirected
14	345	1	Undirected
218	458	1	Undirected
20	371	1	Undirected
186	215	1	Undirected
96	496	1	Undirected
27	74	1	Undirected
89	349	1	Undirected
494	509	1	Undirected
48	222	2	Undirected
13	70	1	Undirected
26	245	2	Undirected
92	446	1	Undirected
77	259	1	Undirected
116	291	1	Undirected
534	542	1	Undirected
251	469	1	Undirected
445	480	1	Undirected
381	559	1	Undirected
162	444	1	Undirected
49	332	1	Undirected
445	459	1	Undirected
154	172	1	Undirected
72	143	2	Undirected
15	471	1	Undirected
14	217	1	Undirected
141	142	1	Undirected
94	129	1	Undirected
19	289	2	Undirected
316	322	1	Undirected
124	194	1	Undirected
187	225	1	Undirected
28	161	1	Undirected
82	143	2	Undirected
74	447	1	Undirected
65	532	1	Undirected
64	194	1	Undirected
171	531	1	Undirected
181	200	1	Undirected
19	557	2	Undirected
131	143	1	Undirected
127	358	1	Undirected
312	329	1	Undirected
283	293	1	Undirected
162	467	1	Undirected
157	234	2	Undirected
65	328	1	Undirected
488	503	1	Undirected
79	109	1	Undirected
96	164	1	Undirected
36	333	1	Undirected
18	383	1	Undirected
88	276	1	Undirected
45	118	1	Undirected
151	568	1	Undirected
260	271	1	Undirected
339	342	1	Undirected
49	116	1	Undirected
28	198	1	Undirected
103	111	1	Undirected
73	161	2	Undirected
34	159	3	Undirected
67	123	5	Undirected
281	283	1	Undirected
120	171	4	Undirected
109	114	1	Undirected
46	292	1	Undirected
55	143	2	Undirected
56	388	1	Undirected
106	357	1	Undirected
79	293	1	Undirected
313	331	1	Undirected
127	282	1	Undirected
86	369	1	Undirected
60	78	2	Undirected
198	199	1	Undirected
36	274	1	Undirected
12	267	1	Undirected
436	509	1	Undirected
306	312	1	Undirected
93	246	2	Undirected
59	255	1	Undirected
247	292	1	Undirected
76	110	1	Undirected
106	233	1	Undirected
18	189	1	Undirected
67	288	1	Undirected
73	86	8	Undirected
102	119	5	Undirected
151	481	1	Undirected
182	194	1	Undirected
67	190	1	Undirected
407	410	1	Undirected
120	172	1	Undirected
149	481	1	Undirected
197	199	1	Undirected
123	241	1	Undirected
495	523	1	Undirected
125	232	1	Undirected
357	370	1	Undirected
68	387	1	Undirected
124	475	1	Undirected
96	362	1	Undirected
87	120	1	Undirected
127	512	1	Undirected
86	461	1	Undirected
77	81	9	Undirected
180	223	1	Undirected
136	422	1	Undirected
68	508	1	Undirected
214	318	3	Undirected
17	41	1	Undirected
20	22	3	Undirected
67	350	2	Undirected
65	569	1	Undirected
164	171	1	Undirected
86	140	6	Undirected
101	125	1	Undirected
38	346	1	Undirected
117	557	2	Undirected
15	465	1	Undirected
25	479	1	Undirected
32	90	9	Undirected
97	489	1	Undirected
263	388	1	Undirected
56	64	2	Undirected
129	132	1	Undirected
81	205	1	Undirected
159	433	1	Undirected
12	508	1	Undirected
20	295	1	Undirected
49	427	1	Undirected
49	453	1	Undirected
252	307	1	Undirected
376	389	1	Undirected
64	566	1	Undirected
19	348	1	Undirected
234	573	1	Undirected
263	472	1	Undirected
465	466	1	Undirected
334	339	1	Undirected
372	377	1	Undirected
117	283	3	Undirected
19	43	1	Undirected
45	491	1	Undirected
68	151	6	Undirected
90	474	1	Undirected
240	547	1	Undirected
34	136	2	Undirected
6	23	1	Undirected
59	124	11	Undirected
436	442	1	Undirected
73	190	1	Undirected
33	350	1	Undirected
139	484	1	Undirected
73	117	11	Undirected
356	367	1	Undirected
45	392	1	Undirected
90	510	1	Undirected
19	592	1	Undirected
379	592	1	Undirected
117	294	1	Undirected
120	181	2	Undirected
25	593	1	Undirected
350	365	1	Undirected
94	126	3	Undirected
248	255	1	Undirected
157	273	1	Undirected
59	497	1	Undirected
67	300	5	Undirected
84	509	1	Undirected
40	68	1	Undirected
97	270	1	Undirected
63	78	4	Undirected
65	595	1	Undirected
6	25	1	Undirected
382	385	1	Undirected
102	171	4	Undirected
161	454	1	Undirected
119	237	2	Undirected
119	274	1	Undirected
123	260	3	Undirected
36	101	1	Undirected
140	555	1	Undirected
128	356	1	Undirected
34	62	1	Undirected
74	464	1	Undirected
125	207	1	Undirected
79	255	1	Undirected
394	395	1	Undirected
84	415	1	Undirected
124	493	1	Undirected
67	89	6	Undirected
32	152	1	Undirected
66	75	3	Undirected
90	104	1	Undirected
183	260	1	Undirected
49	419	1	Undirected
20	158	1	Undirected
81	227	1	Undirected
96	237	1	Undirected
98	130	1	Undirected
426	431	1	Undirected
230	446	1	Undirected
103	108	1	Undirected
25	68	1	Undirected
95	361	1	Undirected
70	483	1	Undirected
57	178	1	Undirected
108	249	1	Undirected
67	478	1	Undirected
60	445	1	Undirected
113	272	1	Undirected
14	317	1	Undirected
122	295	1	Undirected
121	557	1	Undirected
583	592	1	Undirected
52	260	2	Undirected
98	237	1	Undirected
73	300	4	Undirected
160	238	1	Undirected
351	381	1	Undirected
19	234	5	Undirected
102	271	1	Undirected
55	139	2	Undirected
106	185	1	Undirected
63	233	1	Undirected
32	424	1	Undirected
59	358	1	Undirected
77	141	2	Undirected
229	231	1	Undirected
270	466	1	Undirected
171	497	1	Undirected
23	322	1	Undirected
472	478	1	Undirected
140	244	1	Undirected
84	246	2	Undirected
180	229	1	Undirected
20	252	1	Undirected
64	143	5	Undirected
73	152	1	Undirected
22	450	1	Undirected
19	81	8	Undirected
176	226	1	Undirected
15	466	1	Undirected
28	368	1	Undirected
142	497	1	Undirected
5	270	2	Undirected
76	517	1	Undirected
494	497	1	Undirected
23	135	3	Undirected
19	65	19	Undirected
162	392	1	Undirected
224	225	1	Undirected
222	475	1	Undirected
96	148	1	Undirected
157	244	1	Undirected
46	267	1	Undirected
64	110	1	Undirected
47	389	1	Undirected
171	239	1	Undirected
115	267	1	Undirected
143	310	1	Undirected
181	347	1	Undirected
81	163	2	Undirected
34	113	4	Undirected
38	588	1	Undirected
78	353	1	Undirected
418	425	1	Undirected
471	476	1	Undirected
68	91	3	Undirected
241	269	1	Undirected
47	566	1	Undirected
78	93	5	Undirected
114	472	1	Undirected
32	464	1	Undirected
48	92	4	Undirected
125	181	3	Undirected
66	546	1	Undirected
181	578	1	Undirected
32	357	1	Undirected
33	262	1	Undirected
19	502	1	Undirected
101	128	1	Undirected
14	294	1	Undirected
330	451	1	Undirected
6	54	1	Undirected
453	464	1	Undirected
81	548	1	Undirected
67	197	1	Undirected
76	95	1	Undirected
68	520	1	Undirected
97	103	1	Undirected
204	208	1	Undirected
429	430	1	Undirected
49	495	2	Undirected
102	263	4	Undirected
130	151	1	Undirected
92	473	1	Undirected
119	181	2	Undirected
48	231	1	Undirected
449	476	1	Undirected
89	303	1	Undirected
65	538	1	Undirected
40	47	1	Undirected
73	496	1	Undirected
140	505	1	Undirected
270	438	1	Undirected
453	469	1	Undirected
90	109	1	Undirected
102	478	1	Undirected
9	75	1	Undirected
47	370	1	Undirected
100	248	1	Undirected
171	548	1	Undirected
38	486	1	Undirected
121	271	1	Undirected
167	454	1	Undirected
73	196	1	Undirected
286	411	1	Undirected
106	246	1	Undirected
57	220	1	Undirected
361	364	1	Undirected
31	36	1	Undirected
47	391	1	Undirected
63	92	4	Undirected
506	511	1	Undirected
145	314	1	Undirected
388	511	1	Undirected
47	393	1	Undirected
181	573	1	Undirected
166	216	1	Undirected
89	273	1	Undirected
591	599	1	Undirected
57	77	6	Undirected
127	240	5	Undirected
457	465	1	Undirected
245	375	1	Undirected
135	300	2	Undirected
22	69	1	Undirected
77	365	1	Undirected
15	455	1	Undirected
281	284	1	Undirected
90	110	1	Undirected
463	473	1	Undirected
15	241	1	Undirected
13	44	1	Undirected
111	327	1	Undirected
203	222	1	Undirected
7	40	1	Undirected
76	242	1	Undirected
34	376	1	Undirected
333	367	1	Undirected
48	449	1	Undirected
94	218	1	Undirected
162	256	1	Undirected
90	92	10	Undirected
65	486	2	Undirected
235	462	1	Undirected
388	518	1	Undirected
28	68	10	Undirected
162	513	1	Undirected
453	468	1	Undirected
81	572	1	Undirected
37	59	6	Undirected
531	535	1	Undirected
459	471	1	Undirected
64	144	3	Undirected
49	361	1	Undirected
126	156	1	Undirected
124	416	1	Undirected
36	509	1	Undirected
19	460	2	Undirected
135	287	1	Undirected
270	325	1	Undirected
58	578	1	Undirected
151	155	1	Undirected
127	343	1	Undirected
3	45	2	Undirected
34	263	3	Undirected
120	572	1	Undirected
42	361	1	Undirected
214	303	1	Undirected
254	269	1	Undirected
59	553	1	Undirected
79	395	1	Undirected
464	478	1	Undirected
237	532	1	Undirected
93	294	1	Undirected
147	154	1	Undirected
195	225	1	Undirected
65	448	1	Undirected
65	356	1	Undirected
57	174	1	Undirected
581	587	1	Undirected
129	554	1	Undirected
462	480	1	Undirected
536	540	1	Undirected
273	297	1	Undirected
73	204	4	Undirected
20	240	1	Undirected
162	584	1	Undirected
3	11	1	Undirected
279	300	1	Undirected
162	225	1	Undirected
127	341	1	Undirected
129	593	1	Undirected
135	323	1	Undirected
214	337	1	Undirected
93	95	2	Undirected
8	12	1	Undirected
73	497	1	Undirected
343	367	1	Undirected
178	188	1	Undirected
586	592	1	Undirected
12	26	7	Undirected
70	135	3	Undirected
64	475	1	Undirected
22	315	1	Undirected
23	113	5	Undirected
239	261	1	Undirected
48	269	1	Undirected
139	256	1	Undirected
523	525	1	Undirected
175	181	1	Undirected
63	81	2	Undirected
47	272	1	Undirected
270	308	1	Undirected
245	502	1	Undirected
11	78	1	Undirected
56	482	1	Undirected
5	186	1	Undirected
47	161	2	Undirected
97	284	1	Undirected
121	278	1	Undirected
337	361	1	Undirected
20	310	1	Undirected
54	56	1	Undirected
339	352	1	Undirected
442	453	1	Undirected
56	263	1	Undirected
96	338	1	Undirected
140	363	1	Undirected
139	478	1	Undirected
12	289	2	Undirected
72	171	2	Undirected
20	153	1	Undirected
79	263	4	Undirected
330	468	1	Undirected
263	450	1	Undirected
272	284	1	Undirected
480	485	1	Undirected
181	211	1	Undirected
159	413	1	Undirected
102	338	1	Undirected
76	260	3	Undirected
5	84	4	Undirected
140	366	2	Undirected
1	557	1	Undirected
73	139	6	Undirected
88	119	5	Undirected
115	235	2	Undirected
12	390	1	Undirected
49	558	1	Undirected
140	499	1	Undirected
79	457	1	Undirected
283	290	1	Undirected
178	229	1	Undirected
96	341	1	Undirected
102	315	1	Undirected
587	588	1	Undirected
38	121	2	Undirected
15	222	1	Undirected
89	172	1	Undirected
38	351	1	Undirected
25	595	1	Undirected
111	282	1	Undirected
100	460	2	Undirected
68	234	4	Undirected
192	195	1	Undirected
26	437	1	Undirected
254	264	1	Undirected
86	141	2	Undirected
1	247	2	Undirected
157	302	1	Undirected
50	79	1	Undirected
81	429	1	Undirected
159	414	1	Undirected
166	425	1	Undirected
443	482	1	Undirected
79	270	7	Undirected
170	479	1	Undirected
14	491	1	Undirected
47	433	1	Undirected
108	168	2	Undirected
98	166	2	Undirected
97	551	1	Undirected
88	274	1	Undirected
130	166	1	Undirected
124	217	1	Undirected
77	379	4	Undirected
241	261	1	Undirected
327	416	1	Undirected
106	215	1	Undirected
111	460	1	Undirected
533	540	1	Undirected
2	22	1	Undirected
112	173	1	Undirected
584	586	1	Undirected
144	183	1	Undirected
98	262	1	Undirected
117	384	2	Undirected
49	143	6	Undirected
204	212	1	Undirected
4	39	1	Undirected
36	44	1	Undirected
161	448	1	Undirected
504	506	1	Undirected
70	336	1	Undirected
16	63	1	Undirected
26	41	1	Undirected
131	146	1	Undirected
344	370	1	Undirected
145	437	1	Undirected
166	427	1	Undirected
385	388	1	Undirected
20	177	1	Undirected
345	351	1	Undirected
74	204	2	Undirected
140	411	1	Undirected
156	168	1	Undirected
190	206	1	Undirected
19	121	4	Undirected
96	244	1	Undirected
56	92	1	Undirected
162	241	1	Undirected
77	347	1	Undirected
45	52	8	Undirected
14	256	1	Undirected
20	379	3	Undirected
64	222	2	Undirected
28	229	1	Undirected
117	415	1	Undirected
31	67	1	Undirected
479	484	1	Undirected
16	76	1	Undirected
65	529	1	Undirected
73	201	1	Undirected
36	455	2	Undirected
19	528	1	Undirected
45	75	9	Undirected
26	532	1	Undirected
90	402	1	Undirected
127	380	1	Undirected
140	237	1	Undirected
79	329	1	Undirected
193	207	1	Undirected
11	74	2	Undirected
65	203	1	Undirected
189	219	1	Undirected
124	166	7	Undirected
47	408	1	Undirected
121	427	1	Undirected
140	376	1	Undirected
23	417	1	Undirected
21	42	1	Undirected
59	223	1	Undirected
14	473	1	Undirected
145	162	4	Undirected
40	77	1	Undirected
214	569	1	Undirected
12	199	1	Undirected
124	557	2	Undirected
47	399	1	Undirected
135	158	1	Undirected
15	348	1	Undirected
89	414	1	Undirected
47	482	2	Undirected
127	263	4	Undirected
144	312	1	Undirected
184	223	1	Undirected
416	429	1	Undirected
39	49	1	Undirected
220	228	1	Undirected
590	595	1	Undirected
162	478	1	Undirected
212	231	1	Undirected
86	236	1	Undirected
163	235	2	Undirected
56	79	2	Undirected
381	406	1	Undirected
91	145	2	Undirected
25	438	1	Undirected
150	317	1	Undirected
93	214	5	Undirected
167	322	1	Undirected
